Company,Shortname,Link
Steelco Gujarat,SG09,https://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/steelcogujarat/SG09
Zenith Birla,Z,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/zenithbirlaindia/ZBI
Shree Steel Wir,SSW,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/shreesteelwireropes/SSW
Ashiana Ispat,AI25,https://www.moneycontrol.com/india/stockpricequote/steelrolling/ashianaispat/AI25
PSL,PSL,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/psl/PSL
Crimson Metal,SSS04,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/crimsonmetalengineeringcompany/SSS04
Prakash Steelag,PS16,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/prakashsteelage/PS16
Bihar Sponge,BSI04,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/biharspongeiron/BSI04
Sujana Uni,SI43,https://www.moneycontrol.com/india/stockpricequote/domesticappliances/sujanauniversalindustries/SUI
P M Telelinnks,SS31,https://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/pmtelelinnks/PMT01
Aditya Ispat,AI06,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/adityaispat/AI06
NIIT,NII,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaretraining/niit/NII
Aptech,AT14,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaretraining/aptech/A11
Educomp Sol,ES8,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaretraining/educompsolutions/ES8
Jetking Info,JE01,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaretraining/jetkinginfotrain/JI08
Smartlink Net,DLI,https://www.moneycontrol.com/india/stockpricequote/computershardware/smartlinkholdings/SNS01
TCS,TCS,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/tataconsultancyservices/TCS
Infosys,IT,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/infosys/IT
HCL Tech,HCL02,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/hcltechnologies/HCL02
Wipro,W,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/wipro/W
Tech Mahindra,TM4,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/techmahindra/TM4
L&T Infotech,LI09,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/larsentoubroinfotech/LI12
Oracle Fin Serv,S11,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/oraclefinancialservicessoftware/OFS01
MphasiS,BFL,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/mphasis/MB02
Mindtree,MC20,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/mindtree/MT13
Hexaware Tech,A,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/hexawaretechnologies/HT02
NIIT Tech,NII02,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/niittechnologies/NII02
Persistent,PS15,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/persistentsystems/PS15
Cyient,IE07,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/cyient/IE07
Zensar Tech,FIC,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/zensartechnologies/ZT02
Sonata,SS42,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/sonatasoftware/SS42
Birlasoft,KPI01,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/birlasoft/KPI02
KT,KPITT54265,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kpittechnologies/KPITT54265
R Systems Intl,RSI01,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/rsystemsinternational/RSI01
Intellect Desig,IDA,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/intellectdesignarena/IDA
Majesco,M12,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/majesco/M19
Sasken Tech,SCT01,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/saskentechnologies/SCT01
Quick Heal Tech,QHT,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/quickhealtechnologies/QHT
Mastek,M,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/mastek/M
Xchanging Sol,SSC06,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/xchangingsolutions/CS20
CVL,CESCV54233,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cescventureslimited/CESCV54233
Datamatics Glob,DTL,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/datamaticsglobalservices/DGS01
Zen Tech,ZT01,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/zentechnologies/ZT01
3i Infotech,I11,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/3iinfotech/I11
Expleo Solution,TGS01,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/expleosolutions/TGS01
AXISCADES Engg,ITT01,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/axiscadesengineeringtechnologies/AXI
Genesys Int,GIC10,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/genesysinternationalcorporation/GIC10
Xtglobal,FIT,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/xtglobalinfotech/FIT
Kellton Tech,VMF,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/kelltontechsolutions/VMF
Cybertech,CSS,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/cybertechsystemssoftware/CSS
Inspirisys Solu,AF29,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/accelfrontline/AF29
Trigyn Tech,LES,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/trigyntechnologies/TT08
Onward Tech,OT,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/onwardtechnologies/OT
8K Miles Soft,RCL02,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/8kmilessoftwareservices/PMS01
Allied Digital,ADS01,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/allieddigitalservices/ADS01
Bodhtree Cons,BC15,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/bodhtreeconsulting/BC17
Rolta,RI15,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/roltaindia/RI15
Softsol India,SI61,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/softsolindia/SI61
VEDAVAAG System,SSI13,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/vedavaagsystems/SSI15
Integra Telecom,ITS01,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/integratelecommunicationsoftware/ITS01
FCS Software,FCS,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/fcssoftwaresolutions/FCS
WEP Solutions,DS08,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/wepsolutions/DS08
Cambridge Tech,CTE,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/cambridgetechnologyenterprises/CTE
Elnet Tech,ET03,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/elnettechnologies/ET03
ASM Tech,ASM,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/asmtechnologies/ASM04
Jeevan Scient,JST,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/jeevanscientifictechnology/JST
Vama Ind,SI05,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/vamaindustries/VI17
Megasoft,M08,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/megasoft/M08
Sagarsoft,S22,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sagarsoft/S24
Nettlinx,NS05,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/nettlinx/NS05
Indian Infotech,IL02,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/indianinfotechsoftware/IL02
Tera Software,TS14,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/terasoftware/TS14
Pentamedia,PSE,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/pentamediagraphics/PG
IZMO,LM02,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/izmo/LM02
CG-Vak Software,CGV,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/cgvaksoftwareexports/CGV
Goldstone Tech,GE02,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/goldstonetechnologies/GT04
Otco Intl,OI09,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/otcointernational/OI09
COSYN,CSS01,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/cosyn/CSS01
Saven Tech,ST14,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/saventechnologies/ST14
B2B Software,RFS,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/b2bsoftwaretechnologies/RFS
Tranway,TT16,https://www.moneycontrol.com/india/stockpricequote/itservicesconsulting/tranwaytechnologies/TT18
Cranes Software,EC01,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/cranessoftwareinternational/CSI01
Nihar Info,GS13,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/niharinfoglobal/NIG
VCU Data Mgmt,VDM01,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/vcudatamanagement/VDM01
Avance Tech,VMC,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/avancetechnologies/AT18
Capricorn,BE07,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/capricornsystemsglobalsolutions/CSG
Sankhya Infotec,SI85,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/sankhyainfotech/SI89
Bartronics,BI21,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/bartronicsindia/BI21
Focus Suits Sol,FSS,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/focussuitssolutionsservicesltd/FSS01
Suri Capital,SCL,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/suricapitalleasing/SCL
Quest Softech,QS01,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/questsoftech/QS02
Objectone Info,OIS,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/objectoneinformationsystems/OIS
Palsoft Infosys,ACF03,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/palsoftinfosystems/ACF03
T Spirutual,SSI10,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/tspirutualworld/TSW
Syngene Intl,SI62,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/syngeneinternational/SI10
Vimta Labs,VL04,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/vimtalabs/VL04
Greenlam Ind,GI28,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/greenlamindustries/GI31
Stylam Ind,GL02,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/stylamindustries/GL02
Suncare Traders,ST15,https://www.moneycontrol.com/india/stockpricequote/trading/suncaretraders/ST08
Ambition Mica,AM09,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/ambitionmica/AM
Sreeleathers,S18,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/sreeleathers/S20
Superhouse,SL,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/superhouse/SL
Phoenix Intl,PI09,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/phoenixinternational/PI09
Talwalkars Fitn,TBV,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/talwalkarsbettervaluefitness/TBV
HDFC Life,HSL01,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/hdfclifeinsurancecompanylimited/HSL01
SBI Life Insura,SLI03,https://www.moneycontrol.com/india/stockpricequote/diversified/sbilifeinsurancecompany/SLI03
ICICI Prudentia,IPL01,https://www.moneycontrol.com/india/stockpricequote/financegeneral/iciciprudentiallifeinsurancecompany/IPL01
Aegis Logistics,AC02,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/aegislogistics/AL9
Ritco Logistics,RL06,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/ritcologistics/RL06
Chartered Logis,CCL03,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/charteredlogistics/CL06
Kesar Terminals,KTI03,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kesarterminalsinfrastructure/KTI04
JITF Infralogis,JIT01,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/jitfinfralogistics/JIT01
Balurghat Tech,BTC,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/balurghattechnologies/BT08
MFL India,MFL01,https://www.moneycontrol.com/india/stockpricequote/personalcare/mflindia/MFL01
ConfidencePetro,DG01,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/confidencepetroleum/CP10
Castrol,CI01,https://www.moneycontrol.com/india/stockpricequote/lubricants/castrolindia/CI01
Gulf Oil Lubric,GOL01,https://www.moneycontrol.com/india/stockpricequote/lubricants/gulfoillubricantsindia/GOL01
Tide Water Oil,TWO,https://www.moneycontrol.com/india/stockpricequote/lubricants/tidewateroil/TWO
Savita Oil Tech,SC04,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/savitaoiltechnologies/SOT01
Panama Petro,PP02,https://www.moneycontrol.com/india/stockpricequote/chemicals/panamapetrochem/PP02
GP Petroleums,SP36,https://www.moneycontrol.com/india/stockpricequote/lubricants/gppetroleums/SP36
Pressman Advt,PL05,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/pressmanadvertising/NF07
Poly Medicure,PM06,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/polymedicure/PM06
Opto Circuits,OCI01,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/optocircuitsindia/OCI01
GKB Ophthalmics,GKB,https://www.moneycontrol.com/india/stockpricequote/personalcare/gkbophthalmics/GKB
Bharat Forge,BFC,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/bharatforge/BF03
Ratnamani Metal,RMT,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/ratnamanimetalstubes/RMT
Welspun Corp,WGS,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/welspuncorp/WGS
Kirloskar Ferro,KFI01,https://www.moneycontrol.com/india/stockpricequote/steelpigiron/kirloskarferrousindustries/KFI01
Srikalahasthi,LI03,https://www.moneycontrol.com/india/stockpricequote/steelpigiron/srikalahasthipipes/LI03
Electrosteel,EC02,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/electrosteelcastings/EC02
Gandhi Spl Tube,GST,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/gandhispecialtubes/GST
Kalyani Forge,KF02,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/kalyaniforge/KF02
Guj Intrux,GI16,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/gujaratintrux/GI16
National Fittin,ITP01,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/nationalfittings/ITP01
Welcast Steels,WS,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/welcaststeels/WS
Hind Zinc,HZ,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/hindustanzinc/HZ
Vedanta,SG,https://www.moneycontrol.com/india/stockpricequote/miningminerals/vedanta/SG
Hind Copper,HC07,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/hindustancopper/HC07
Gravita India,GI24,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/gravitaindia/GI09
Ram Ratna Wires,RRW,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/ramratnawires/RRW
Nile,N01,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/nile/N01
Bhagyanagar Ind,BM01,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/bhagyanagarindia/BI23
UTL Industries,UT01,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/utlindustries/UT01
Shirpur Gold,AI36,https://www.moneycontrol.com/india/stockpricequote/miningminerals/shirpurgoldrefinery/AGR
Shalimar Wires,SWI02,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/shalimarwiresindustries/SWI02
Arcotech,A10,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/arcotech/A17
RCI Industries,RIT,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/rciindustriestechnologies/RIT
Baroda Extrusio,BE01,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/barodaextrusion/BE01
Info Edge,IEI01,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/infoedgeindia/IEI01
IRCTC,IRC,https://www.moneycontrol.com/india/stockpricequote/misccommercialservices/irctcindianrailwaycateringtourismcorp/IRC
SIS,SIS07,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/securityintelligenceservicesindia/SIS08
Quess Corp,QC,https://www.moneycontrol.com/india/stockpricequote/engineering/quesscorp/QC
TeamLease Ser.,TS15,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/teamleaseservices/TS13
