Company,Shortname,Link
Action Financia,AFS01,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/actionfinancialservicesindia/AFS01
Stampede Cap,BS11,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/stampedecapital/BS11
Vertex Sec,VS12,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/vertexsecurities/VS12
BN Rathi Sec,BNR,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/bnrathisecurities/BNR
Modex Intl Sec,MIS02,https://www.moneycontrol.com/india/stockpricequote/financegeneral/modexinternationalsecurities/MIS02
Comfort Comm,CC19,https://www.moneycontrol.com/india/stockpricequote/financegeneral/comfortcommotrade/CC
Power Finance,PFC02,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/powerfinancecorporation/PFC02
REC,REC02,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/rec/REC02
Cholamandalam,CIF01,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/cholamandalaminvestmentfinancecompany/CDB
CreditAccess Gr,CG02,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/creditaccessgrameen/CG03
Ujjivan Small,USF,https://www.moneycontrol.com/india/stockpricequote/financetermlending/ujjivansmallfinancebank/USF
MAS Financial S,MFS09,https://www.moneycontrol.com/india/stockpricequote/financegeneral/masfinancialservices/MFS09
Ujjivan Financi,UFS01,https://www.moneycontrol.com/india/stockpricequote/financegeneral/ujjivanfinancialservices/UFS01
IFCI,IFC,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/ifci/IFC02
Satin Credit,SCN,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/satincreditcarenetwork/SCN
Tourism Finance,TFC,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/tourismfinancecorpindia/TFC
Gold Line,GLI,https://www.moneycontrol.com/india/stockpricequote/financegeneral/goldlineinternationalfinvest/GLI01
Guj Stat Fin,GSF01,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/gujaratstatefinancecorporation/GSF01
Venkys,WH01,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/venkys/V03
Simran Farms,SF11,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/simranfarms/SF11
Uniroyal Marine,UME,https://www.moneycontrol.com/india/stockpricequote/aquaculture/uniroyalmarineexports/UME
KRBL,KRB,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/krbl/KRB01
LT Foods,LTO,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/ltfoods/LTF
Chaman Lal Seti,CLS,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/chamanlalsetiaexports/CLS
GRM Overseas,GRM01,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/grmoverseas/GRM01
Sayaji Industri,SI94,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sayajiindustries/SI100
Himalaya Food ,HI03,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/himalayafoodinternationalltd/HI03
Kohinoor Foods,SO01,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/kohinoorfoods/KF15
Saptarishi Agro,SAI02,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/saptarishiagroindustries/SAI02
KLRF,KLR,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/kovilpattilakshmirollerflourmills/KLR
Tarai Foods,TF01,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/taraifoods/TF01
NHC Foods,MSE,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/nhcfoods/MSE
Bata India,BI01,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/bataindia/BI01
Relaxo Footwear,RF07,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/relaxofootwears/RF07
Mirza Intl,MT03,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/mirzainternational/MI46
Liberty Shoes,LS02,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/libertyshoes/LS02
Khadim India,KIL06,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/khadimindialimited/KIL
Amin Tannery,AMINT54177,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/amintannery/AMINT54177
Mayur Leather,MLP,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/mayurleatherproducts/MLP
GAIL,GAI,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/gailindia/GAI
IGL,IG04,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/indraprasthagas/IG04
Gujarat Gas,GGC,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/gujaratgas/GGC
Mahanagar Gas,MG02,https://www.moneycontrol.com/india/stockpricequote/refineries/mahanagargas/MG02
Bombay Oxygen ,BOC01,https://www.moneycontrol.com/india/stockpricequote/chemicals/bombayoxygencorporation/BOC01
Refex Ind,RR05,https://www.moneycontrol.com/india/stockpricequote/chemicals/refexindustries/RR05
National Oxygen,NO,https://www.moneycontrol.com/india/stockpricequote/chemicals/nationaloxygen/NO
Kabsons Ind,KI12,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kabsonsindustries/KI12
Asahi India,AIS,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/asahiindiaglass/AIG01
La Opala RG,LOG,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/laopalarg/LOR
Borosil,BGW,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/borosilrenewablesltd/BGW
Empire Ind,EI04,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/empireindustries/EI04
Saint-Gobain,SSG,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/saintgobainsekurit/SGS01
Hind Nat Glass,HNG01,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/hindusthannationalglassindustries/HNG01
Haldyn Glass,HGG,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/haldynglass/HGG
Insilco,I04,https://www.moneycontrol.com/india/stockpricequote/chemicals/insilco/I04
Banaras Beads,BB03,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/banarasbeads/BB03
Triveni Glass,TSG,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/triveniglass/TG01
Deccan Gold,DGM,https://www.moneycontrol.com/india/stockpricequote/miningminerals/deccangoldmines/DGM
HDFC Gold ETF,HDF02,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/hdfcmutualfundgoldexchangetradedfund/HDF02
UTI - Gold,UTI18,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/utigoldexchangetradedfund/UTI18
SBI Gold ETF,SBI15,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sbimutualfundgoldexchangetradedscheme/SBI16
Axis Gold ETF,AMF02,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/axismutualfundgoldetf/AMF02
IDBI Gold ETF,IDB05,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/idbigoldexchangetradedfund/IDB06
Birla Gold ETF,BSL02,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/birlasunlifegoldetf/BSL02
Invesco India,RGE,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/invescoindiagoldexchangetradedfund/RGE
Nippon ETF Gold,GBE,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/nipponindiaetfgoldbees/GBE
Container Corp,CCI,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/containercorporationindia/CCI
Mahindra Logist,ML12,https://www.moneycontrol.com/india/stockpricequote/diversified/mahindralogistics/ML04
VRL Logistics,VL08,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/vrllogistics/VL03
Transport Corp,TCI04,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/transportcorporationindia/TCI04
Gateway Distri,GD01,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/gatewaydistriparks/GD01
Snowman Logist,SL16,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/snowmanlogistics/SL17
Gati,GC18,https://www.moneycontrol.com/india/stockpricequote/couriers/gati/G04
Future Supply,FSC,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/futuresupplychainsolutions/FSC
Navkar Corp,NC09,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/navkarcorporation/NC02
Arshiya,IID,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/arshiya/AI60
Sical Logistics,SA05,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/sicallogistics/SL15
ABC India,ABC,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/abcindia/ABC
North Eastern,NEC01,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/northeasterncarryingcorporation/NEC01
Apollo Hospital,AHE,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/apollohospitalsenterprises/AHE
Dr Lal PathLab,DLP01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/drlalpathlabs/DLP01
Fortis Health,FH,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/fortishealthcare/FH
Metropolis,MH09,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/metropolishealthcare/MH06
Narayana Hruda,NH,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/narayanahrudayalaya/NH
Aster DM Health,ADH,https://www.moneycontrol.com/india/stockpricequote/diversified/asterdmhealthcareltd/ADH
Thyrocare Techn,TT14,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/thyrocaretechnologies/TT16
Shalby ,SL17,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/shalby/SL18
Kovai Medical,KM05,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/kovaimedicalcenterhospital/KMC02
Healthcare Glob,HGE,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/healthcareglobalenterprises/HGE
Indraprastha,IMC03,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/indraprasthamedicalcorporation/IMC03
KMC Speciality,SH03,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/kmcspecialityhospitals/KMC03
AMSL,ARTEM54291,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/artemismedicareserviceslimi/ARTEM54291
Dr Agarwals Eye,DAE,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/dragrawalseyehospital/DAE
Fortis Malar,MH01,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/fortismalarhospitals/MH01
Lotus Eye Care,LEC02,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/lotuseyecarehospital/LEC01
Tejnaksh,TH03,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/tejnakshhealthcare/TH02
Transgene Biote,TB,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/transgenebiotek/TB
Medinova Diag,MDS,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/medinovadiagnosticservices/MDS
NG Industries,NGI,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/ngindustries/NGI
Chennai Meenaks,DH,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/chennaimeenakshimultispecialityhospital/CMM
Choksi Labs,CAS,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/choksilabs/CAS
Dr Lalchandani ,DLL01,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/drlalchandanilabs/DLL01
Invicta Meditek,IME,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/invictameditek/IM03
Dolphin Medical,DMS,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/dolphinmedicalservices/DMS
Indian Hotels,IHC,https://www.moneycontrol.com/india/stockpricequote/hotels/indianhotelscompany/IHC
Westlife Dev,DIC,https://www.moneycontrol.com/india/stockpricequote/hotels/westlifedevelopment/DIC
EIH,EIH,https://www.moneycontrol.com/india/stockpricequote/hotels/eih/EIH
Chalet Hotels,CH03,https://www.moneycontrol.com/india/stockpricequote/hotels/chalethotels/CH03
Mahindra Holida,MHR,https://www.moneycontrol.com/india/stockpricequote/hotels/mahindraholidaysresortsindia/MHR
Lemon Tree Hote,LTH,https://www.moneycontrol.com/india/stockpricequote/hotels/lemontreehotelsltd/LTH
India Tourism D,ITD02,https://www.moneycontrol.com/india/stockpricequote/hotels/indiatourismdevelopmentcorporation/ITD02
Taj GVK Hotels,TGV,https://www.moneycontrol.com/india/stockpricequote/hotels/tajgvkhotelsresorts/TGV
EIH Assoc Hotel,EIH01,https://www.moneycontrol.com/india/stockpricequote/hotels/eihassociatedhotels/EIH01
Coffee Day,CDE,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/coffeedayenterprises/CDE
Sayaji Hotels,SH02,https://www.moneycontrol.com/india/stockpricequote/hotels/sayajihotels/SH02
Oriental Hotels,OH,https://www.moneycontrol.com/india/stockpricequote/hotels/orientalhotels/OH
Mac Charles,MCI,https://www.moneycontrol.com/india/stockpricequote/hotels/maccharlesindia/MCI
HLV,HLV,https://www.moneycontrol.com/india/stockpricequote/hotels/hotelleelaventure/HLV
Benares Hotels,BH02,https://www.moneycontrol.com/india/stockpricequote/hotels/benareshotels/BH02
Advani Hotels,RHI,https://www.moneycontrol.com/india/stockpricequote/hotels/advanihotelsresortsindia/AHR
Asian Hotels,AH,https://www.moneycontrol.com/india/stockpricequote/hotels/asianhotelsnorth/AH
Speciality Rest,SR04,https://www.moneycontrol.com/india/stockpricequote/hotels/specialityrestaurants/SR06
Royal Orchid,RO01,https://www.moneycontrol.com/india/stockpricequote/hotels/royalorchidhotels/RO01
Fomento Resorts,FRH,https://www.moneycontrol.com/india/stockpricequote/hotels/fomentoresortshotels/FRH
Sinclairs Hotel,SH11,https://www.moneycontrol.com/india/stockpricequote/hotels/sinclairshotels/SH11
Kamat Hotels,KHI,https://www.moneycontrol.com/india/stockpricequote/hotels/kamathotelsindia/KHI
Savera Ind,SH,https://www.moneycontrol.com/india/stockpricequote/hotels/saveraindustries/SH
The Byke Hosp,KS10,https://www.moneycontrol.com/india/stockpricequote/hotels/thebykehospitality/SH12
Country Club,CCI06,https://www.moneycontrol.com/india/stockpricequote/hotels/countryclubhospitalityholidays/CCI06
Guj Hotels,GH01,https://www.moneycontrol.com/india/stockpricequote/hotels/gujarathotels/GH01
Royale Manor,RMH,https://www.moneycontrol.com/india/stockpricequote/hotels/royalemanorhotelsindustries/RMH
Jindal Hotels,JH02,https://www.moneycontrol.com/india/stockpricequote/hotels/jindalhotels/JH02
Phoenix Town,PT9,https://www.moneycontrol.com/india/stockpricequote/hotels/phoenixtownship/PT13
Dhanada Corp,VH,https://www.moneycontrol.com/india/stockpricequote/hotels/dhanadacorporation/VH
HS India,HSP01,https://www.moneycontrol.com/india/stockpricequote/hotels/hsindia/HSI01
Blue Coast,MH06,https://www.moneycontrol.com/india/stockpricequote/hotels/bluecoasthotels/BCH
Lakeland Hotels,LHL,https://www.moneycontrol.com/india/stockpricequote/hotels/lakelandhotels/LHL
TGB Banquets,BBaH,https://www.moneycontrol.com/india/stockpricequote/hotels/tgbbanquetshotels/BBaH
Howard Hotels,HH02,https://www.moneycontrol.com/india/stockpricequote/hotels/howardhotels/HH02
Viceroy Hotels,PHH,https://www.moneycontrol.com/india/stockpricequote/hotels/viceroyhotels/VH04
HUL,HL,https://www.moneycontrol.com/india/stockpricequote/personalcare/hindustanunilever/HU
Dabur India,DI,https://www.moneycontrol.com/india/stockpricequote/personalcare/daburindia/DI
Godrej Consumer,GCP,https://www.moneycontrol.com/india/stockpricequote/personalcare/godrejconsumerproducts/GCP
Marico,MI25,https://www.moneycontrol.com/india/stockpricequote/personalcare/marico/M13
Colgate,CPI,https://www.moneycontrol.com/india/stockpricequote/personalcare/colgatepalmoliveindia/CPI
P and G,PGI,https://www.moneycontrol.com/india/stockpricequote/personalcare/proctergamblehygienehealthcare/PGH
Gillette India,ISP,https://www.moneycontrol.com/india/stockpricequote/personalcare/gilletteindia/GI22
Emami,E05,https://www.moneycontrol.com/india/stockpricequote/personalcare/emami/E06
Sheela Foam,SF30,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sheelafoam/SF14
Jyothy Labs,JL,https://www.moneycontrol.com/india/stockpricequote/personalcare/jyothylabs/JL
Orient Electric,ORIEN54130,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/orientelectriclimited/ORIEN54130
VIP Industries,VIP,https://www.moneycontrol.com/india/stockpricequote/plastics/vipindustries/VIP
Bajaj Consumer ,BC14,https://www.moneycontrol.com/india/stockpricequote/personalcare/bajajconsumercare/BC02
Radix Ind,RP19,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/radixindustriesindia/RP19
JHS Svendgaard,JHS01,https://www.moneycontrol.com/india/stockpricequote/personalcare/jhssvendgaardlaboratories/JHS01
Lykis,GTE01,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/lykis/GTE01
Lehar Footwears,LP08,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/leharfootwears/LP08
Pee Cee Cosma,PCC02,https://www.moneycontrol.com/india/stockpricequote/detergents/peeceecosmasope/PCC02
Ador Multi,AM01,https://www.moneycontrol.com/india/stockpricequote/personalcare/adormultiproducts/AM01
Paramount Cosme,PC15,https://www.moneycontrol.com/india/stockpricequote/personalcare/paramountcosmetics/PC15
Nirlon,N02,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nirlon/N02
HG Infra Engg,HIE,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/hginfraengineeringltd/HIE
Indian Hume,IHP,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/indianhumepipecompany/IHP
Power Mech,PMP,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/powermechprojects/PMP
Bharat Road Net,BRN,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/bharatroadnetwork/BRN
Generic Eng,WPF,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/genericengineeringconstructionprojects/WPF
MEP Infra,MID,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/mepinfrastructuredevelopers/MID
OM Metals Infra,OMM,https://www.moneycontrol.com/india/stockpricequote/engineering/ommetalsinfraprojects/OMM02
A2Z Infra Eng,AME02,https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/a2zinfraengineering/AME02
Mcnally Bh Engg,MBE,https://www.moneycontrol.com/india/stockpricequote/engineering/mcnallybharatengineering/MBE
Kings Infra,VAF01,https://www.moneycontrol.com/india/stockpricequote/aquaculture/kingsinfraventures/VAF01
ILandFS Trans,ITN,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/ilandfstransportationnetworks/ITN
Jyoti Structure,JS03,https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/jyotistructures/JS03
Anubhav Infra,AI50,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/anubhavinfrastructure/AI30
Raunaq EPC Int,RI39,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/raunaqepcinternational/RI42
Expo Gas Cont,EGC,https://www.moneycontrol.com/india/stockpricequote/engineering/expogascontainers/EGC
IND Renewable,VPI03,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/indrenewableenergy/VPI03
Jaihind Project,JP03,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/jaihindprojects/JP03
JSW Steel,JVS,https://www.moneycontrol.com/india/stockpricequote/steellarge/jswsteel/JSW01
Tata Steel,TIS,https://www.moneycontrol.com/india/stockpricequote/steellarge/tatasteel/TIS
Hindalco,H,https://www.moneycontrol.com/india/stockpricequote/aluminium/hindalcoindustries/HI
NMDC,NMD01,https://www.moneycontrol.com/india/stockpricequote/miningminerals/nmdc/NMD02
SAIL,SAI,https://www.moneycontrol.com/india/stockpricequote/steellarge/steelauthorityindia/SAI
Jindal Steel,JSP,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/jindalsteelpower/JSP
KIOCL,KIO,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/kiocl/KIO
Mishra Dhatu Ni,MDN,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/mishradhatunigamltd/MDN
APL Apollo,BT09,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/aplapollotubes/BT09
Tata Steel BSL ,BSS,https://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/tatasteelbsllimited/BS14
Jindal Saw,SP09,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/jindalsaw/JS08
Jindal Stainles,JS07,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/jindalstainless/JSL01
Mah Seamless,MS02,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/maharashtraseamless/MS02
Jindal (Hisar),JSH,https://www.moneycontrol.com/india/stockpricequote/steellarge/jindalstainlesshisar/JSH
Tata Steel Long,TSI,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/tatasteellongproducts/TSI
Tata Metaliks,TM,https://www.moneycontrol.com/india/stockpricequote/steelpigiron/tatametaliks/TM
Jai Corp,JC01,https://www.moneycontrol.com/india/stockpricequote/steelgpgcsheets/jaicorp/JC08
Tinplate,TCI02,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/tinplatecompanyindia/TCI02
Orissa Minerals,OMD,https://www.moneycontrol.com/india/stockpricequote/miningminerals/orissamineralsdevelopmentcompany/OMD
Kalyani Steels,KS01,https://www.moneycontrol.com/india/stockpricequote/steelrolling/kalyanisteels/KS01
Monnet Ispat,MI16,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/monnetispat/MI16
Shankara Buildi,SBP02,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shankarabuildingproducts/SBP02
Technocraft Ind,TII01,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/technocraftindustriesindia/TII01
Gallantt Ispat,GI23,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/gallanttispat/GI
Usha Martin,UB01,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/ushamartin/UM01
Sarda Energy,RAS,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/sardaenergyminerals/SEM
Sunflag Iron,SIS05,https://www.moneycontrol.com/india/stockpricequote/steelrolling/sunflagironsteelcompany/SIS05
Godawari Power,GPI7,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/godawaripowerispat/GPI7
Sandur Manganes,SMI,https://www.moneycontrol.com/india/stockpricequote/miningminerals/sandurmanganeseironores/SMI
Prakash Ind,PI18,https://www.moneycontrol.com/india/stockpricequote/diversified/prakashindustries/PI18
Nelcast,N06,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/nelcast/N06
Welspun Special,RMG,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/welspunspecialtysolutions/RMG
Beekay Steel,BSI06,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/beekaysteelindustries/BSI07
Pennar Inds,PS04,https://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/pennarindustries/PI28
Mukand,M02,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/mukand/M02
Gallantt Metal,GM02,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/gallanttmetal/GM02
Vardhman Steels,VSS01,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/vardhmanspecialsteels/VSS01
M.D. Inducto,MIC02,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/mdinductocast/MIC
Kamdhenu,KI24,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/kamdhenu/KI24
Uttam Value,LSI,https://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/uttamvaluesteels/LSI
Lloyds Metals,LME,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/lloydsmetalsenergy/LME
KIC Metaliks,KIC,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/kicmetaliks/KIC03
Steel Exchange ,SEI02,https://www.moneycontrol.com/india/stockpricequote/steellarge/steelexchangeindia/SEI02
JTL Infra,JTL01,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/jtlinfra/JTL01
Scan Steels,MSF,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/scansteels/CFS05
Uttam Galva,US01,https://www.moneycontrol.com/india/stockpricequote/steelgpgcsheets/uttamgalvasteel/UGS01
Adhunik Ind,AI61,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/adhunikindustries/AI67
Good Luck,GLS,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/goodluckindia/GLS
Mideast Steels,MIS,https://www.moneycontrol.com/india/stockpricequote/steelpigiron/mideastintegratedsteels/MIS
ISMT,ISS,https://www.moneycontrol.com/india/stockpricequote/steelrolling/ismt/ISM01
Manaksia Steels,MS24,https://www.moneycontrol.com/india/stockpricequote/steellarge/manaksiasteels/MS27
Visa Steel,VS15,https://www.moneycontrol.com/india/stockpricequote/steellarge/visasteel/VS15
Panchmahal Stee,PS07,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/panchmahalsteels/PS07
Narayani Steels,NS14,https://www.moneycontrol.com/india/stockpricequote/steellarge/narayanisteels/NS10
La Tim Metal,DMC02,https://www.moneycontrol.com/india/stockpricequote/machinetools/latimmetalindustries/DMC02
Kanishk Steel,KSI01,https://www.moneycontrol.com/india/stockpricequote/steelrolling/kanishksteelindustries/KSI01
Hisar Metal,HM05,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/hisarmetal/HM05
Manaksia Coated,MCM02,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/manaksiacoatedmetalsindustries/MCM02
Gyscoal Alloys,GA07,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/gyscoalalloys/GA01
Oil Country,OCT,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/oilcountrytubular/OCT
Shri Bajrang,SBA,https://www.moneycontrol.com/india/stockpricequote/steelrolling/shribajrangalloys/SBA
SAL Steel,SAL03,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/salsteel/SAL03
Sharda Ispat,SIL06,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/shardaispat/SIL06
Rathi Bars,RB01,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/rathibars/RB02
Kridhan Infra,RSI02,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kridhaninfra/RSI02
Shah Alloys,SA03,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/shahalloys/SA03
Remi Edelstahl,RMI01,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/remiedelstahltubulars/RMI01
Ashirwad Steel,ASI,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/ashirwadsteelindustries/ASI
Rishabh Digha,RDS,https://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/rishabhdighasteelalliedproducts/RDS
Nova Iron,NIS,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/novaironsteel/NIS
Aanchal Ispat,AI51,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/aanchalispat/AI36
Umiya Tubes,UT03,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/umiyatubes/UT03
India Steel,I07,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/indiasteelworks/ISW
National Steel,NSI,https://www.moneycontrol.com/india/stockpricequote/steelgpgcsheets/nationalsteelagroindustries/NSA02
Rohit Ferro Tec,RFT,https://www.moneycontrol.com/india/stockpricequote/miningminerals/rohitferrotech/RFT
Splendid Metal,SS28,https://www.moneycontrol.com/india/stockpricequote/steelrolling/splendidmetalproduct/SMP01
Real Strips,RS14,https://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/realstrips/RS14
